Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
29.1,34.8,46.7,alluvial,chickpea,79.1,110.0,40.0,No Fertilizer Needed
15.0,47.9,25.1,clay,cotton,163.7,112.4,54.9,No Fertilizer Needed
31.2,53.2,17.3,alluvial,watermelon,130.4,125.5,40.0,DAP
30.4,87.3,44.1,black,chickpea,53.3,149.1,51.9,No Fertilizer Needed
37.5,80.1,26.7,red,onion,90.0,75.7,40.0,DAP
33.2,72.4,46.7,black,watermelon,110.8,108.5,40.0,DAP
26.4,67.1,51.6,loamy,potato,120.0,100.0,60.0,Urea
16.6,39.8,19.7,loamy,chickpea,44.1,105.4,40.0,DAP
38.5,64.7,45.4,sandy,pigeon peas,26.4,30.0,40.0,DAP
27.0,87.7,54.8,alluvial,pigeon peas,113.3,84.0,40.0,No Fertilizer Needed
23.6,89.7,48.5,alluvial,maize,113.0,111.3,40.0,No Fertilizer Needed
33.4,39.4,13.1,sandy,groundnut,38.5,40.0,40.0,10-26-26
23.2,54.4,56.4,sandy,groundnut,48.5,43.1,40.0,DAP
33.1,35.3,42.2,red,sugarcane,150.0,60.0,60.0,Urea
27.1,37.5,32.3,clay,maize,184.0,124.5,40.0,No Fertilizer Needed
21.7,30.6,26.5,alluvial,wheat,100.0,105.7,50.0,DAP
23.1,79.1,49.0,black,pearl millet,131.5,63.4,37.8,No Fertilizer Needed
27.0,85.5,27.9,clay,pearl millet,155.0,123.6,39.0,No Fertilizer Needed
21.0,79.7,27.0,clay,beans,176.6,85.1,55.2,No Fertilizer Needed
26.6,87.7,43.0,sandy,tomato,100.0,100.0,50.0,10-26-26
12.5,64.3,46.8,black,grapes,63.7,160.2,40.0,DAP
24.7,24.4,37.0,sandy,coffee,100.0,60.0,40.0,Urea
11.1,23.9,49.4,clay,chickpea,68.8,143.3,40.0,No Fertilizer Needed
23.8,67.5,53.7,red,pigeon peas,41.6,93.9,40.0,DAP
14.2,65.8,33.6,alluvial,wheat,135.0,105.1,50.0,DAP
15.2,23.5,25.4,clay,sugarcane,170.1,71.7,60.0,DAP
34.5,27.4,34.9,clay,coffee,170.9,143.0,40.0,No Fertilizer Needed
34.3,88.8,43.9,loamy,onion,90.0,78.2,43.3,Urea
35.1,75.5,48.2,loamy,sugarcane,150.0,60.0,60.0,DAP
15.0,45.9,18.3,black,sugarcane,150.0,81.0,60.0,Urea
21.3,31.0,54.0,red,beans,36.9,94.0,40.0,DAP
36.6,49.1,50.4,red,beans,83.6,45.4,40.0,No Fertilizer Needed
25.7,48.8,56.9,loamy,beans,96.9,48.5,40.0,DAP
38.5,63.9,49.1,red,pearl millet,60.0,47.4,30.0,DAP
39.3,63.3,53.1,red,cotton,98.1,62.8,45.0,DAP
16.2,23.7,15.6,alluvial,beans,60.0,124.0,44.2,No Fertilizer Needed
14.8,84.6,12.7,sandy,pearl millet,60.0,32.3,30.0,DAP
11.3,71.8,56.2,black,tea,120.0,128.5,47.0,Urea
36.9,70.5,39.6,clay,cotton,107.0,128.6,45.0,DAP
33.4,42.8,14.9,sandy,mango,60.0,40.0,30.0,DAP
24.1,53.9,54.5,clay,soybean,82.6,103.7,62.8,No Fertilizer Needed
14.1,70.4,41.6,loamy,watermelon,129.8,60.0,40.0,10-26-26
18.4,27.8,33.3,clay,coffee,119.5,77.2,55.2,No Fertilizer Needed
14.7,75.6,57.6,red,banana,100.0,200.0,40.0,10-26-26
22.4,56.5,53.1,clay,soybean,92.2,104.6,42.3,No Fertilizer Needed
22.8,81.1,22.4,alluvial,rice,120.0,125.5,60.0,DAP
36.9,49.2,12.2,red,sugarcane,150.0,65.5,60.0,Urea
21.8,76.7,44.8,red,onion,90.0,60.0,40.0,Urea
32.0,86.5,16.6,alluvial,rice,120.0,50.2,60.0,Urea
19.1,69.2,52.9,alluvial,pearl millet,118.4,82.9,30.0,No Fertilizer Needed
22.2,75.3,28.5,alluvial,sugarcane,150.0,119.4,60.0,Urea
36.8,43.3,11.6,black,maize,93.7,190.7,40.0,DAP
33.8,75.1,14.0,red,sweet potato,91.0,80.0,40.0,10-26-26
36.6,27.8,28.3,loamy,pigeon peas,97.7,48.1,40.0,No Fertilizer Needed
12.0,69.7,20.2,alluvial,sweet potato,141.2,80.0,40.0,10-26-26
38.2,60.6,58.0,alluvial,pearl millet,66.0,62.3,40.9,No Fertilizer Needed
25.1,49.6,12.7,loamy,grapes,75.6,80.0,40.0,10-26-26
31.3,67.5,36.6,black,cotton,90.0,171.0,45.0,Urea
36.8,52.1,14.0,sandy,maize,80.0,64.0,40.0,DAP
18.3,68.8,34.8,sandy,cotton,90.0,49.2,45.0,DAP
39.1,57.9,16.6,black,banana,100.0,200.0,40.0,10-26-26
11.9,81.0,21.6,sandy,banana,100.0,200.0,40.0,10-26-26
29.4,42.8,39.7,alluvial,mango,113.4,82.1,44.2,No Fertilizer Needed
14.0,75.3,18.6,red,banana,100.0,200.0,40.0,10-26-26
20.6,51.9,18.3,sandy,wheat,100.0,40.0,50.0,DAP
30.8,66.6,17.7,alluvial,potato,120.0,100.0,60.0,DAP
17.8,32.9,38.1,black,sugarcane,150.0,109.4,60.0,Urea
26.2,31.4,25.1,black,grapes,145.6,130.4,40.0,No Fertilizer Needed
37.8,30.9,58.5,black,sugarcane,150.0,150.4,60.0,Urea
36.9,87.9,47.7,black,banana,153.4,200.0,42.5,10-26-26
30.7,71.2,55.0,loamy,chickpea,54.5,58.1,40.0,No Fertilizer Needed
35.2,51.2,14.6,red,watermelon,80.0,70.9,40.0,Urea
15.9,25.9,52.5,loamy,soybean,102.9,108.2,42.7,No Fertilizer Needed
24.7,62.2,35.6,sandy,watermelon,80.0,60.0,40.0,Urea
21.6,20.9,27.2,loamy,onion,90.0,77.1,40.0,DAP
36.6,71.9,30.8,alluvial,tomato,100.0,107.5,50.0,DAP
36.9,29.8,39.4,alluvial,onion,90.0,84.7,40.0,Urea
12.0,87.2,47.8,loamy,sorghum,80.0,103.6,40.0,Urea
26.7,69.7,47.8,sandy,onion,90.0,60.0,40.0,Urea
11.3,77.8,51.7,black,sweet potato,80.9,125.6,40.0,No Fertilizer Needed
14.6,41.0,42.0,clay,rice,148.9,127.4,60.0,DAP
15.4,83.5,42.2,black,banana,100.0,200.0,46.2,Urea
32.4,60.7,38.3,red,maize,90.1,63.6,40.0,DAP
25.4,60.3,52.3,loamy,cotton,90.0,59.0,45.0,DAP
14.9,39.1,31.0,loamy,sugarcane,150.0,60.0,60.0,DAP
38.1,56.0,48.3,alluvial,sorghum,80.0,109.7,40.0,DAP
36.2,77.9,44.2,loamy,sweet potato,69.1,86.6,40.0,DAP
27.4,77.6,10.6,red,cotton,90.0,64.2,45.0,DAP
13.1,30.8,21.1,sandy,mango,60.0,48.6,30.0,Urea
31.4,69.2,50.1,red,sorghum,80.0,39.4,40.0,Urea
24.4,41.8,28.1,clay,sugarcane,173.3,119.7,61.0,No Fertilizer Needed
31.3,22.0,50.7,sandy,mango,60.0,40.0,30.0,Urea
13.8,29.1,13.9,loamy,soybean,104.2,40.8,40.0,No Fertilizer Needed
11.3,27.5,49.7,black,pearl millet,102.9,79.1,30.0,No Fertilizer Needed
12.0,66.7,47.7,clay,groundnut,168.6,75.6,62.4,No Fertilizer Needed
30.1,22.0,17.3,sandy,tomato,100.0,100.0,50.0,10-26-26
35.7,74.7,40.6,sandy,grapes,60.0,80.0,40.0,DAP
16.5,33.4,24.1,red,rice,120.0,97.2,60.0,DAP
37.6,79.6,33.7,sandy,cotton,90.0,51.3,45.0,DAP
35.0,88.7,31.2,sandy,cotton,90.0,55.3,45.0,DAP
24.0,56.4,34.8,clay,mango,111.8,133.7,34.0,No Fertilizer Needed
24.8,46.9,32.8,loamy,maize,108.3,98.1,40.0,No Fertilizer Needed
22.2,88.9,31.4,red,soybean,89.3,85.7,40.0,No Fertilizer Needed
15.4,89.9,34.6,loamy,pigeon peas,51.5,84.4,40.0,DAP
14.3,48.0,39.5,clay,maize,80.0,162.5,62.6,Urea
39.3,43.7,39.7,loamy,maize,131.2,97.9,40.0,DAP
32.9,73.6,39.7,loamy,pearl millet,110.1,105.7,38.0,No Fertilizer Needed
30.0,86.5,59.4,black,grapes,102.7,124.4,40.0,DAP
24.7,36.2,57.1,loamy,cotton,90.0,97.3,45.0,Urea
10.8,32.5,40.2,alluvial,pearl millet,77.4,98.1,30.0,No Fertilizer Needed
32.5,73.7,49.6,alluvial,maize,80.0,86.1,40.0,Urea
20.3,80.2,37.3,red,groundnut,95.8,60.6,40.0,DAP
23.5,79.7,32.1,black,cotton,90.0,152.0,45.0,Urea
14.9,50.1,25.6,alluvial,banana,100.0,200.0,41.5,10-26-26
26.6,57.8,33.5,alluvial,pearl millet,100.3,47.0,30.0,No Fertilizer Needed
27.7,46.4,43.8,black,groundnut,129.5,71.3,40.0,No Fertilizer Needed
13.8,45.6,50.5,clay,coffee,141.8,122.8,55.4,No Fertilizer Needed
22.8,89.4,30.6,clay,watermelon,80.0,78.9,40.0,DAP
12.5,68.2,53.4,red,banana,100.0,200.0,40.0,10-26-26
29.7,49.6,35.7,black,wheat,100.0,126.4,50.0,DAP
21.3,47.3,38.6,loamy,rice,120.0,85.6,60.0,DAP
25.1,73.5,27.0,black,mango,113.6,121.9,31.1,No Fertilizer Needed
35.4,75.1,52.0,alluvial,pearl millet,97.7,46.3,30.0,No Fertilizer Needed
34.1,63.7,57.9,black,coffee,124.4,142.9,40.0,No Fertilizer Needed
27.0,57.2,31.4,clay,groundnut,109.9,145.2,40.0,No Fertilizer Needed
23.0,57.8,20.0,loamy,sorghum,80.0,69.0,40.0,DAP
36.4,63.9,35.8,sandy,sweet potato,60.0,80.0,40.0,10-26-26
38.1,57.3,40.7,loamy,chickpea,111.2,77.5,40.0,No Fertilizer Needed
25.7,45.5,17.4,clay,beans,83.3,86.3,51.8,No Fertilizer Needed
19.6,78.1,13.2,black,onion,90.0,174.2,40.0,Urea
17.7,62.1,30.3,sandy,beans,26.1,40.0,40.0,DAP
24.6,89.4,31.1,black,banana,144.1,200.0,40.0,10-26-26
33.7,39.4,37.5,loamy,rice,120.0,89.2,60.0,DAP
35.8,25.9,40.1,clay,rice,180.1,98.3,61.5,No Fertilizer Needed
29.7,26.3,57.2,alluvial,grapes,116.1,80.0,40.0,10-26-26
25.7,78.0,57.5,clay,sorghum,188.8,152.0,40.0,No Fertilizer Needed
13.7,76.5,26.5,red,soybean,70.9,82.0,40.0,DAP
16.5,27.5,20.7,black,soybean,77.8,179.5,40.0,No Fertilizer Needed
26.0,69.0,15.6,black,wheat,106.3,96.3,50.0,DAP
20.9,70.1,51.1,sandy,groundnut,21.9,48.3,40.0,DAP
30.7,75.2,22.0,clay,pigeon peas,137.6,160.3,40.0,No Fertilizer Needed
13.7,80.7,52.9,alluvial,grapes,83.4,80.0,46.5,No Fertilizer Needed
12.7,77.6,21.8,loamy,groundnut,60.9,103.7,40.7,No Fertilizer Needed
36.4,73.7,30.3,loamy,beans,45.0,96.7,40.0,No Fertilizer Needed
32.1,84.9,26.6,black,pearl millet,93.3,76.6,51.9,No Fertilizer Needed
17.8,24.6,31.0,alluvial,potato,120.0,100.0,60.0,10-26-26
29.2,32.9,32.2,clay,rice,149.5,75.0,60.0,DAP
27.3,27.8,22.5,loamy,banana,106.2,200.0,40.0,10-26-26
30.6,75.5,26.0,red,sugarcane,150.0,60.0,60.0,Urea
34.8,76.0,19.9,red,pigeon peas,59.5,90.7,40.0,DAP
10.6,21.6,37.9,sandy,coffee,100.0,60.0,40.0,Urea
17.9,79.6,12.5,sandy,chickpea,48.8,30.0,40.0,DAP
38.4,28.2,45.9,sandy,grapes,60.0,80.0,40.0,10-26-26
13.6,69.9,19.5,black,pigeon peas,139.5,101.9,46.8,No Fertilizer Needed
13.9,79.9,40.0,black,pearl millet,153.5,154.4,30.0,No Fertilizer Needed
22.3,30.2,24.5,sandy,onion,90.0,61.8,40.0,Urea
30.5,52.1,10.5,red,grapes,60.0,80.0,40.0,DAP
31.4,69.6,46.8,sandy,pigeon peas,32.5,30.0,40.0,DAP
24.1,44.8,40.3,sandy,mango,60.0,52.9,30.0,DAP
17.6,63.4,25.1,clay,wheat,116.3,161.4,50.0,DAP
27.4,38.2,35.2,clay,sweet potato,188.6,80.0,60.5,No Fertilizer Needed
25.9,29.9,15.8,alluvial,mango,60.0,120.5,30.0,DAP
20.8,50.1,55.1,alluvial,groundnut,71.2,125.4,43.7,No Fertilizer Needed
23.1,31.5,46.8,loamy,sorghum,86.2,76.7,42.5,No Fertilizer Needed
33.9,23.7,17.4,alluvial,pigeon peas,67.9,65.4,40.0,DAP
13.5,82.7,34.7,black,chickpea,95.4,138.7,54.6,No Fertilizer Needed
13.4,70.4,17.4,black,chickpea,85.7,101.4,40.0,No Fertilizer Needed
25.3,39.1,54.5,alluvial,potato,120.0,129.4,60.0,DAP
15.4,84.4,22.3,red,sorghum,80.0,53.7,40.0,DAP
39.4,28.5,28.7,alluvial,banana,136.1,200.0,40.0,10-26-26
23.8,69.5,34.0,clay,rice,147.8,126.5,60.0,DAP
29.7,86.6,26.2,clay,mango,161.8,160.2,54.0,No Fertilizer Needed
16.3,23.4,42.2,sandy,coffee,100.0,60.0,40.0,Urea
12.8,37.9,22.0,black,tea,129.9,80.0,40.0,10-26-26
21.7,48.2,42.4,sandy,tomato,100.0,100.0,50.0,10-26-26
34.2,41.7,44.2,alluvial,onion,90.0,116.9,40.0,Urea
24.7,82.0,33.8,sandy,sorghum,80.0,55.0,40.0,DAP
15.6,64.1,14.6,red,grapes,66.2,80.0,40.0,10-26-26
31.4,85.1,36.4,alluvial,beans,108.6,84.1,40.0,No Fertilizer Needed
19.0,88.9,44.2,black,maize,80.5,120.7,40.0,DAP
26.5,84.2,35.7,clay,coffee,131.9,104.8,40.0,No Fertilizer Needed
20.7,61.0,48.4,loamy,coffee,100.0,69.7,40.0,Urea
11.4,49.1,45.2,black,potato,120.0,165.2,60.0,Urea
34.2,43.9,55.9,red,chickpea,86.2,36.8,40.0,DAP
36.1,27.4,36.7,loamy,tea,120.0,80.0,40.0,Urea
30.8,80.8,58.3,black,pearl millet,112.2,146.5,35.8,No Fertilizer Needed
30.7,87.4,43.8,loamy,tea,120.0,80.0,40.0,10-26-26
34.5,68.7,19.4,clay,tomato,100.0,100.0,50.0,Urea
35.3,80.1,36.9,black,soybean,58.0,83.0,46.4,No Fertilizer Needed
13.5,83.2,46.9,clay,onion,123.1,60.0,42.8,No Fertilizer Needed
17.3,40.6,51.5,red,chickpea,57.9,38.4,40.0,DAP
35.5,71.6,39.8,black,onion,107.2,128.8,40.0,DAP
27.7,62.8,43.9,red,pearl millet,86.6,79.7,30.0,No Fertilizer Needed
22.7,42.1,13.2,clay,sorghum,183.5,105.8,40.0,No Fertilizer Needed
38.2,44.3,44.9,red,pearl millet,60.0,44.5,30.0,Urea
17.0,35.4,55.5,black,grapes,84.6,176.7,40.1,No Fertilizer Needed
13.9,40.5,45.6,black,pigeon peas,149.8,153.9,48.7,No Fertilizer Needed
34.0,79.1,41.1,black,grapes,78.7,153.1,45.6,No Fertilizer Needed
16.0,62.4,15.0,sandy,sugarcane,150.0,60.0,60.0,Urea
11.4,21.3,54.0,red,tomato,100.0,100.0,50.0,DAP
34.2,43.6,15.7,clay,sorghum,93.6,107.2,46.3,No Fertilizer Needed
33.1,73.9,37.9,loamy,mango,122.7,100.5,39.6,No Fertilizer Needed
13.1,23.5,57.3,alluvial,tea,123.4,110.0,48.2,No Fertilizer Needed
28.3,80.1,15.1,red,cotton,90.0,42.8,45.0,DAP
37.3,31.0,24.6,sandy,cotton,90.0,54.0,45.0,Urea
29.4,43.4,16.9,sandy,cotton,90.0,40.0,45.0,DAP
35.0,53.2,24.3,sandy,rice,120.0,53.2,60.0,Urea
28.9,37.2,47.7,loamy,onion,90.0,60.0,40.0,10-26-26
37.5,82.9,57.6,black,onion,103.2,190.4,43.1,No Fertilizer Needed
33.1,70.2,35.9,sandy,chickpea,24.1,39.1,40.0,DAP
11.8,73.1,43.0,black,potato,120.0,100.0,60.0,10-26-26
34.0,81.3,58.6,alluvial,beans,86.4,105.1,45.6,No Fertilizer Needed
32.3,83.6,10.4,alluvial,banana,100.0,200.0,40.0,10-26-26
29.3,82.1,41.2,black,watermelon,113.9,109.6,40.0,No Fertilizer Needed
33.3,81.7,14.2,black,beans,105.4,160.0,40.0,No Fertilizer Needed
39.8,39.9,14.6,red,sugarcane,150.0,82.6,60.0,Urea
10.8,75.8,39.6,clay,potato,120.0,134.2,60.0,Urea
32.0,78.9,23.0,clay,sorghum,131.5,137.6,40.0,No Fertilizer Needed
18.9,71.6,32.7,black,cotton,152.2,196.5,47.7,No Fertilizer Needed
36.8,63.9,36.7,alluvial,coffee,103.6,67.6,40.0,DAP
14.2,46.4,46.9,alluvial,coffee,100.0,60.0,40.0,Urea
12.9,69.8,51.4,black,grapes,60.0,182.9,40.0,DAP
23.4,45.9,36.3,sandy,pearl millet,60.0,38.8,30.0,DAP
25.0,49.6,32.0,red,groundnut,94.3,97.2,40.0,No Fertilizer Needed
25.2,53.9,32.9,sandy,potato,120.0,100.0,60.0,10-26-26
24.2,72.3,57.2,black,tomato,100.0,144.2,53.2,Urea
13.6,60.0,12.0,clay,onion,90.0,164.0,40.0,Urea
24.6,75.4,17.1,loamy,banana,100.0,200.0,40.0,10-26-26
15.5,71.8,10.1,sandy,banana,100.0,200.0,40.0,10-26-26
19.3,51.7,26.9,red,pearl millet,60.0,87.8,34.2,Urea
25.1,52.3,32.5,sandy,sugarcane,150.0,60.0,60.0,Urea
28.7,47.1,55.0,alluvial,tea,120.0,102.3,40.0,Urea
18.3,26.2,18.3,alluvial,chickpea,47.9,111.4,40.0,No Fertilizer Needed
29.4,65.1,14.3,red,banana,100.0,200.0,40.0,10-26-26
15.7,53.3,54.8,red,coffee,100.0,60.0,40.0,Urea
33.6,37.2,45.3,loamy,rice,121.9,95.5,60.0,DAP
22.1,23.1,53.1,loamy,tea,120.0,80.0,40.0,Urea
21.5,26.4,59.0,loamy,sorghum,90.8,48.7,40.0,DAP
19.2,48.5,18.5,sandy,maize,80.0,30.0,40.0,DAP
21.7,42.4,30.6,loamy,wheat,100.0,97.1,50.0,DAP
16.1,72.6,39.3,clay,cotton,129.6,95.8,54.9,No Fertilizer Needed
11.8,52.5,30.4,loamy,cotton,90.0,52.5,45.0,DAP
26.6,61.0,15.1,loamy,rice,120.0,44.4,60.0,DAP
23.4,79.2,35.0,black,coffee,131.2,136.0,40.0,DAP
26.1,49.7,55.6,sandy,potato,120.0,100.0,60.0,DAP
29.6,31.7,13.0,loamy,tea,125.0,80.0,40.0,10-26-26
40.0,79.0,20.6,black,pigeon peas,137.3,84.8,40.0,No Fertilizer Needed
12.1,26.3,44.9,red,sweet potato,87.6,98.9,40.0,DAP
28.3,87.0,25.9,sandy,onion,90.0,60.0,40.0,DAP
17.4,88.8,27.1,loamy,chickpea,83.4,36.2,40.0,No Fertilizer Needed
37.7,62.6,10.2,alluvial,sugarcane,150.0,92.0,60.0,Urea
26.1,75.1,42.5,black,pearl millet,60.0,175.3,30.0,DAP
30.2,44.7,50.6,black,pigeon peas,135.9,86.9,40.0,No Fertilizer Needed
23.9,85.5,32.2,clay,rice,120.0,84.1,60.0,DAP
12.7,62.9,25.2,sandy,grapes,60.0,80.0,40.0,10-26-26
18.4,83.3,45.3,clay,grapes,91.2,144.9,40.0,DAP
36.1,59.8,34.7,clay,watermelon,137.5,116.1,50.7,No Fertilizer Needed
27.0,24.6,16.4,red,pigeon peas,35.9,70.0,40.0,DAP
31.9,39.2,52.4,red,soybean,33.1,77.2,40.0,No Fertilizer Needed
30.4,81.8,10.1,loamy,tea,120.0,83.8,40.0,Urea
35.3,48.5,16.1,black,mango,103.4,132.8,36.1,No Fertilizer Needed
16.7,39.5,31.0,alluvial,wheat,100.0,59.5,50.0,DAP
34.2,89.3,21.3,red,maize,80.0,93.4,40.0,DAP
19.9,24.4,41.3,sandy,tomato,100.0,100.0,50.0,10-26-26
35.2,37.3,33.7,loamy,beans,128.3,96.6,40.0,No Fertilizer Needed
38.3,74.3,41.0,sandy,sorghum,80.0,47.1,40.0,DAP
37.5,46.4,54.5,clay,maize,156.6,59.5,56.2,No Fertilizer Needed
19.0,63.8,13.3,clay,chickpea,154.5,85.7,46.2,No Fertilizer Needed
12.9,72.6,21.7,black,watermelon,112.0,64.4,42.2,No Fertilizer Needed
33.9,81.6,41.0,black,watermelon,84.7,168.7,52.7,No Fertilizer Needed
19.8,33.5,15.1,red,chickpea,71.7,84.8,40.0,DAP
13.8,55.6,27.8,red,tomato,100.0,100.0,50.0,10-26-26
11.8,41.8,31.8,clay,sugarcane,192.6,87.5,60.0,No Fertilizer Needed
14.4,41.6,27.1,sandy,sweet potato,60.0,80.0,40.0,10-26-26
11.7,55.5,51.8,sandy,pigeon peas,59.6,30.0,40.0,DAP
37.3,75.0,27.1,alluvial,tomato,110.6,130.4,50.0,DAP
19.9,60.5,58.2,alluvial,tea,120.0,80.0,40.0,10-26-26
24.9,84.4,41.9,clay,chickpea,156.6,76.5,42.0,No Fertilizer Needed
33.1,77.0,50.4,alluvial,pearl millet,82.2,116.3,30.0,No Fertilizer Needed
10.3,45.1,37.7,loamy,rice,120.0,82.4,60.0,Urea
39.3,33.9,24.2,clay,grapes,92.6,80.0,40.0,10-26-26
15.4,21.5,52.1,sandy,sweet potato,62.0,80.0,40.0,10-26-26
33.6,27.8,56.8,alluvial,watermelon,80.0,114.9,40.0,DAP
38.2,88.4,59.9,sandy,pigeon peas,60.7,30.0,40.0,10-26-26
33.8,33.4,28.9,sandy,sugarcane,150.0,65.0,60.0,Urea
32.9,61.1,52.7,clay,soybean,102.7,80.3,40.0,No Fertilizer Needed
36.2,79.6,58.4,loamy,beans,121.7,41.1,40.0,No Fertilizer Needed
28.4,31.7,29.4,alluvial,pearl millet,131.5,75.7,41.1,No Fertilizer Needed
15.4,69.9,36.3,black,sorghum,99.7,127.0,53.3,No Fertilizer Needed
29.1,75.3,42.5,black,coffee,100.0,124.0,51.1,Urea
16.6,49.8,28.9,black,soybean,65.5,97.4,49.1,No Fertilizer Needed
32.5,40.7,35.9,sandy,maize,80.0,44.1,40.0,DAP
23.5,50.3,28.4,black,mango,101.2,66.3,30.0,No Fertilizer Needed
18.0,25.3,55.1,sandy,chickpea,34.3,45.6,40.0,DAP
37.8,26.9,13.6,loamy,maize,80.0,49.7,40.0,Urea
19.1,77.1,44.2,loamy,mango,66.7,109.8,35.2,No Fertilizer Needed
10.3,41.0,51.1,loamy,sweet potato,112.5,80.0,40.0,10-26-26
10.4,65.8,59.5,alluvial,coffee,138.3,62.5,45.0,No Fertilizer Needed
17.0,61.1,37.6,black,tomato,100.0,109.0,50.0,DAP
35.4,50.0,57.1,loamy,maize,80.0,99.0,40.0,DAP
14.2,81.2,25.3,loamy,rice,120.0,84.4,60.0,DAP
16.8,49.8,47.6,loamy,grapes,110.7,80.0,40.0,10-26-26
27.0,22.3,17.0,clay,coffee,194.9,116.4,65.7,No Fertilizer Needed
27.2,47.4,29.1,red,tea,120.0,80.0,40.0,DAP
19.9,87.3,42.0,clay,pearl millet,104.1,128.4,30.0,No Fertilizer Needed
34.8,62.2,11.3,clay,potato,120.0,100.0,62.0,Urea
18.7,56.7,32.7,sandy,tomato,100.0,100.0,50.0,10-26-26
14.7,27.8,36.8,black,onion,99.2,191.9,40.0,DAP
36.1,41.7,50.9,sandy,tomato,100.0,100.0,50.0,10-26-26
16.1,70.2,32.9,red,banana,100.0,200.0,40.0,10-26-26
34.2,56.8,55.5,red,watermelon,90.8,70.4,40.0,DAP
29.4,84.3,27.3,loamy,maize,117.8,64.3,40.0,No Fertilizer Needed
17.5,83.0,46.7,black,potato,120.0,100.0,60.0,Urea
21.8,86.2,22.0,clay,coffee,180.5,123.2,40.0,No Fertilizer Needed
37.5,68.9,46.1,alluvial,banana,100.0,200.0,40.0,10-26-26
39.9,25.4,15.3,clay,sweet potato,166.5,103.2,40.0,No Fertilizer Needed
25.2,52.4,13.7,sandy,groundnut,52.3,40.0,40.0,DAP
21.9,20.8,15.7,sandy,watermelon,80.0,60.0,40.0,DAP
12.0,58.4,22.1,black,pearl millet,148.8,173.8,30.0,No Fertilizer Needed
35.2,62.5,18.9,sandy,potato,120.0,100.0,60.0,Urea
30.3,30.7,27.9,clay,pigeon peas,92.3,128.4,40.0,No Fertilizer Needed
30.9,78.6,50.6,black,tomato,116.3,184.1,50.0,DAP
19.2,23.7,10.2,alluvial,watermelon,120.8,125.6,41.6,No Fertilizer Needed
16.0,21.1,11.4,sandy,grapes,60.0,80.0,40.0,Urea
38.8,26.8,51.8,sandy,maize,80.0,30.0,40.0,Urea
34.5,42.6,41.3,clay,sorghum,147.3,96.9,63.0,No Fertilizer Needed
17.0,27.4,26.2,clay,onion,90.0,60.0,50.4,Urea
16.6,66.1,23.9,black,tomato,114.5,182.5,50.0,DAP
33.0,55.0,59.5,loamy,onion,106.1,104.2,40.0,No Fertilizer Needed
17.6,26.6,26.2,sandy,coffee,100.0,62.6,40.0,Urea
15.3,73.3,44.4,loamy,sugarcane,150.0,60.0,60.0,DAP
37.4,51.4,35.6,red,rice,120.0,79.1,60.0,DAP
10.6,73.1,16.2,sandy,rice,120.0,40.0,60.0,Urea
14.1,54.9,20.1,clay,maize,113.7,79.3,49.9,No Fertilizer Needed
32.2,43.0,23.9,black,tea,120.0,133.3,46.0,Urea
34.4,72.5,21.5,alluvial,onion,117.0,60.5,40.0,DAP
39.7,76.1,44.8,alluvial,wheat,100.0,88.9,50.0,Urea
28.9,24.5,34.6,black,potato,149.1,196.9,60.0,DAP
12.8,61.5,51.6,sandy,tomato,100.0,100.0,50.0,10-26-26
14.9,33.8,31.2,loamy,chickpea,96.5,78.2,40.0,No Fertilizer Needed
18.2,74.7,14.0,sandy,beans,64.8,40.0,40.0,10-26-26
25.2,71.4,48.0,black,chickpea,135.1,65.7,47.3,No Fertilizer Needed
35.6,73.1,56.1,black,watermelon,111.5,161.1,40.0,DAP
23.9,51.8,28.8,black,groundnut,112.6,81.4,40.0,No Fertilizer Needed
14.6,33.3,10.6,sandy,pearl millet,60.0,43.1,30.0,Urea
39.1,46.1,34.5,black,onion,116.3,118.2,40.0,No Fertilizer Needed
21.5,59.6,19.7,clay,wheat,121.9,155.2,50.0,DAP
31.3,64.4,28.4,red,grapes,60.0,80.0,40.0,DAP
24.3,84.5,28.1,sandy,soybean,52.8,51.0,40.0,DAP
28.2,86.1,17.4,loamy,sugarcane,150.0,84.7,60.0,Urea
13.5,26.5,45.6,clay,potato,120.0,162.1,60.0,DAP
37.3,81.3,18.3,red,maize,80.0,65.3,40.0,Urea
36.6,61.0,46.7,alluvial,sweet potato,118.9,120.2,46.9,No Fertilizer Needed
27.2,75.8,50.7,alluvial,cotton,90.0,109.3,45.0,DAP
39.6,77.1,10.1,clay,banana,100.0,200.0,52.3,10-26-26
32.0,31.9,28.7,loamy,beans,105.4,48.6,40.0,No Fertilizer Needed
27.0,34.9,20.0,black,cotton,127.7,88.9,47.8,No Fertilizer Needed
28.8,63.7,53.4,black,onion,90.0,114.0,40.0,Urea
20.3,61.0,33.9,clay,groundnut,153.8,59.4,40.0,No Fertilizer Needed
27.5,89.1,14.8,alluvial,rice,120.0,96.3,60.0,DAP
24.2,43.6,31.5,black,groundnut,87.9,197.9,50.9,No Fertilizer Needed
30.0,46.5,12.9,loamy,soybean,74.0,42.5,40.0,No Fertilizer Needed
22.1,78.5,56.3,alluvial,chickpea,48.0,89.8,40.0,DAP
23.6,68.0,53.5,loamy,soybean,88.3,40.0,40.0,No Fertilizer Needed
